amount,benefit,description_1,description_2,format,link,name,price,property_1,property_2,property_3,property_4,property_5,raters,rating,temperature,time
,,"la tetera ingenuitea tiene un diseno innovador, moderno y entretenido, es exclusiva de adagio teas. permite preparar el te de una manera facil y practica, ya que no solo infusiona el te gracias a su filtro de malla, sino que tambien lo libera al ponerlo sobre una taza, levantandose una valvula de la base. una vez utilizado, es muy facil de limpiar.apto para lavavajillas. fabricado en taiwan, con tritan (plastico especialmente formulado para resistir altas temperaturas). 100% libre de bpa. capacidad: 450 ml.","poner las hebras de te dentro del ingenuitea, echar agua a la temperatura recomendada. esperar segun el tiempo indicado, y una vez lista la infusion, poner el ingenuitea sobre una taza, dejar que se libere el te y a disfrutar.",full color menta,https://adagio.cl/products/ingneuitea-full-color-menta,ingenuitea full color menta,21990,,,,,,,,,
2g por taza,hierba,"la primavera ya llego y con ella un clima mas calido, mayor vegetacion y un aumento de luz natural. junto con estos cambios estacionales llega esta nueva infusion llena de antioxidantes con flores y hierbas que te acompanara estas tardes luminosas de primavera. una infusion relajante y naturalmente libre de cafeina mezclado con hojas de mora, menta, hibisco, flores de lavanda y petalos de rosa.","hojas de mora, menta, hibisco, flores de lavanda y petalos de rosa.",57 gramos,https://adagio.cl/products/feel-the-spring,feel the spring,Agotado,relajante,sin-cafeina,,,,,,100 celsius,5-10 min
,,nuestro pack 6 pomos tea world viene con una nueva version que  incluye tres pomos de los tes favoritos de los fieles clientes de adagio.,"earl grey bravo (22gr): te negro con cascara de naranja, esencia natural de bergamota y aciano azul. rooibos verde bonita (22gr): rooibos verde, cascara de naranja, flor de calendula, frutillas y esencia natural de durazno, frutilla y naranja.pu erh naranja chip (20gr): te rojo con cascara de naranja, granos de cacao, aciano azul y esencia natural de chocolate y naranja.oolong durazno (18gr): te oolong, trozos de manzana y damascos, flor de calendula y esencia natural de durazno.sencha overture (20gr): te verde puro proveniente de shizouka, japon.assam melody (20 gr): te negro puro proveniente de la region de assam, india.",,https://adagio.cl/products/6-pomos-iman-tea-world,6 pomos iman tea world,21990,,,,,,,,,
"2,5g/250ml",hierba,,"honeybush, corteza de canela, cardamomo, jengibre, semillas de cacao, saborizante natural de calabaza, cartamo y confeti de calabaza.",57 gramos,https://adagio.cl/products/sweet-pumpkin,sweet pumpkin,Agotado,sin-cafeina,,,,,,,100 celsius,7 min
,,"esta tetera elegante de borosilicato con forma de campana, que viene con un infusor con manilla y una tapa encajable, le permite retirar el infusor en el momento adecuado. disfrute del suave sabor del te infusionado. gracias a su tapa encajable, resulta facil de limpiar. rinde 450 ml.*no disponible con codigos de descuento.","calentar 450 ml de agua a la temperatura indicada segun el te, echar las hebras en el infusor de acero y agregar el agua caliente. dejar infusionar por el tiempo recomendado,  y tu te esta listo para disfrutar!",iridiscent,https://adagio.cl/products/tetera-bhoro-450-ml-iridiscent,tetera bhoro 450 ml iridiscent,19990,,,,,,,,,
,,nuestro pack 6 pomos tea colours viene con una nueva version que  incluye tres pomos de los tes favoritos de los fieles clientes de adagio.,"rooibos verde bonita (22gr): rooibos verde, cascara de naranja, flor de calendula, frutillas y esencia natural de durazno, frutilla y naranja.pu erh naranja chip (20gr): te rojo con cascara de naranja, granos de cacao, aciano azul y esencia natural de chocolate y naranja.oolong durazno (18gr): te oolong, trozos de manzana y damascos, flor de calendula y esencia natural de durazno.english breakfast (20gr): mezcla de tes negros puros, provenientes de keemun.blanco arandano (12gr): te blanco, arandanos y esencia natural de arandanos.verde mango (20gr): te verde, trozos de manzana y mango, flor de calendula y esencia natural de mango.",,https://adagio.cl/products/6-pomos-iman-tea-colours,6 pomos iman tea colours,Agotado,,,,,,,,,
"2,5g/250ml",negro,"te negro descafeinado de ceylan, trozos de coco, confeti de fantasma y sabor natural a caramelo.","te negro descafeinado de ceylan, trozos de coco, confeti de fantasma y sabor natural a caramelo.",57 gramos,https://adagio.cl/products/ghost-drink,ghost drink,5990,energizante,sin-cafeina,,,,1,5,100 celsius,3 min
"2,5g/250ml",negro,"te negro confeti verde, ojos de caramelo y sabor natural a crema y caramelo.","te negro confeti verde, ojos de caramelo y sabor natural a crema y caramelo.",57 gramos,https://adagio.cl/products/monster-mash,monster mash,5990,energizante,,,,,1,3,100 celsius,3 min
"2,5g/250ml",blanco,"toda una experiencia sensorial, que combina te blanco, y flores en delicadas bolitas que se abren al contacto con el agua. esta combinacion ademas posee propiedades super antioxidantes, ayuda a aliviar el estres y favorece la quema de grasas.","capullos de delicadas hojas de te blanco de la provincia de fujian, china.",85 gramos / 11 bolitas,https://adagio.cl/products/white-bloom-hebra,white bloom,9990,antioxidante,,,,,,,80 celsius,5-7 min
"2,5g/250ml",negro,"toda una experiencia sensorial, que combina te negro de yunnan y flores en delicadas bolitas que se abren al contacto con el agua. esta combinacion ademas posee propiedades antioxidantes y energizante.","capullos de delicadas hojas de te negro de la provincia yunnan, china.",85 gramos / 11 bolitas,https://adagio.cl/products/red-bloom-hebra,red bloom,9990,antioxidante,energizante,,,,1,5,80 celsius,5-7 min
,,prepara tu te favorto de forma facil con la cuchara de medida perfecta. permite medir la cantidad exacta para la preparacion correcta del te. su material es de acero inoxidable.,echar en un taza la cantidad de cucharadas indicadas segun el te.,fucsia,https://adagio.cl/products/cuchara-gold-fucsia,cuchara gold fucsia,3490,,,,,,,,,
"2,5g/250ml",negro,"te negro, jengibre, canela, granos de cacao, chips de chocolate, confeti de color y sabor natural a chocolate y canela. *no disponible con codigos de descuentos.","te negro, jengibre, canela, granos de cacao, chips de chocolate, confeti de color y sabor natural a chocolate y canela.",57 gramos,https://adagio.cl/products/bat-brew,bat brew,5990,energizante,,,,,2,3.5,100 celsius,3 min
"2,5g/250ml",verde,creamos una combinacion detox para ayudarte a eliminar toxinas y regular tu sistema digestivo. ademas posee propiedades antiinflamatorias gracias a la menta y la manzanilla. su consumo ideal es una hora antes de cada comida para obtener de la mejor forma sus beneficios.su consumo no tiene contraindicaciones.,"rooibos verde, te verde, manzanilla, jengibre, menta piperita, cedron y cascara de limon.",57 gramos,https://adagio.cl/products/so-good,detox,5990,antioxidante,digestion,,,,81,5,80 celsius,5 min
"2,5g/250ml",hierba,"disfruta una combinacion reponedora por excelencia, gracias a las propiedades antiinflamatorias, antioxidantes y fortalecedores del sistema inmune de la curcuma y el jengibre. una explosion refrescante de sabores intensos y frutales que despiertan tus sentidos, mientras le das a tu cuerpo una dosis de bienestar.","manzana, rosa mosqueta, curcuma, canela, jengibre, cascara de naranja, mango, flor de calendula, naranja y pimienta negra.",40 gramos,https://adagio.cl/products/deleite-de-curcuma-medium,deleite de curcuma medium,Agotado,antioxidante,digestion,sin-cafeina,,,,,100 celsius,5-10 min
2g por taza,hierba,"la primavera ya llego y con ella un clima mas calido, mayor vegetacion y un aumento de luz natural. junto con estos cambios estacionales llega esta nueva infusion llena de antioxidantes con flores y hierbas que te acompanara estas tardes luminosas de primavera. una infusion relajante y naturalmente libre de cafeina mezclado con hojas de mora, menta, hibisco, flores de lavanda y petalos de rosa.","hojas de mora, menta, hibisco, flores de lavanda y petalos de rosa.",57 gramos,https://adagio.cl/products/feel-the-spring,feel the spring,Agotado,relajante,sin-cafeina,,,,,,100 celsius,5-10 min
"2,5g/250ml",hierba,"satisface tu sabrosa sensibilidad con un toque de oro. nuestro golden turmeric chai presenta curcuma terrosa con el calido picante del jengibre, y esta suavemente endulzado con una mezcla de canela, clavo y un toque de hinojo. termina con una ligera patada fogosa de pimienta negra.  la porcion sugerida es una cucharadita por taza de agua o leche de preferencia para un latte de leche dorada!","curcuma, jengibre, clavo, canela, hinojo, pimienta negra y sabor natural a canela picante.",85 gramos,https://adagio.cl/products/golden-turmeric-chai,golden turmeric chai,Agotado,antioxidante,digestion,sin-cafeina,,,1,5,100 celsius,5-10 min
2g por taza,hierba,"combinacion de hierbas creada exclusivamente para ayudar y aliviar molestias de las embarazadas y mamas lactantes, tales como, nauseas, indigestion, acidez, hinchazon y retencion de liquidos.  los ingredientes naturales presentes en el mamma mia son ademas un rico aporte en antioxidantes, vitaminas y minerales esenciales en esta etapa.","rooibos, petalos de rosas, hojas de frambuesa, hinojo, hojas de menta y cascara de limon.",27 gramos,https://adagio.cl/products/feel-good-medium,feel good medium,Agotado,relajante,sin-cafeina,,,,,,100 celsius,5-10 min
2g por taza,hierba,"el te de hojas de arabica tiene un cuerpo ligero y decididamente diferente de las infusiones hechas con el grano de cafe. en nuestra arabica lemon turmeric, mezclamos curcuma dorada con jengibre, hojas de arabica y las notas edificantes de limoncillo y sabor natural de limon. ligeramente picante, similar a una hierba y citrica, es una forma deliciosa de darse un gusto.","te de hojas de cafe , curcuma, naranja, jengibre, lemon grass, pimienta negra, flores de calendula y sabor natural a limon.",43 gramos,https://adagio.cl/products/arabica-lemon-turmeric,arabica lemon turmeric,5990,antioxidante,,,,,,,100 celsius,5-10 min
"2,5g/250ml",hierba,"aunque el te de hojas de arabica de la planta del cafe no sabe a cafe, ofrece una infusion herbacea de cuerpo ligero cargada de antioxidantes y niveles mas ligeros de cafeina. combinado con nuestras especias masala chai favoritas, arabica chai produce una infusion ligera pero picante para calentar su corazon y papilas gustativas.","te de hojas de cafe, canela, jengibre, lemongrass, clavo de olor, cilantro, cardamomo, pimienta roja y sabor natural a canela picante y a especias.",43 gramos,https://adagio.cl/products/arabica-chai,arabica chai,5990,antioxidante,,,,,1,5,100 celsius,5-3 min
2g por taza,hierba,"el te arabica se elabora a partir de las hojas de la planta del cafe, que son exclusivas de los granos de cafe porque el sabor elaborado es ligero, parecido a una hierba y algo neutro. combina especialmente bien con sabores citricos, como el de la bergamota en el clasico te earl grey. una valiosa fuente de antioxidantes, con poca cafeina y un sabor citrico refrescante, ligero y facil de preparar, nuestro earl grey arabica es una version verdaderamente novedosa de un viejo favorito.","te de hojas de cafe, naranja, aciano azul y sabor natural a bergamota.",43 gramos,https://adagio.cl/products/arabica-earl-grey,arabica earl grey,5990,antioxidante,,,,,,,100 celsius,5-10 min
2g por taza,hierba,"si bien las hojas de arabica no tienen el caracter tostado y rico del grano de cafe, en nuestro arabica mocha, se mezclan con mate tostado, achicoria, semillas de cacao y un toque de avellana para recrear la comodidad acogedora, agregar cuerpo y carne. sube los niveles de cafeina un poco. una bebida alternativa agradable con un poco menos de nerviosismo, la taza es de nuez, tostada y ofrece un final seco.","te de hojas de cafe  mate tostado, achicoria, granos de cacao, cartamo y sabor natural a chocolate y avellana.",43 gramos,https://adagio.cl/products/arabica-mocha,arabica mocha,5990,antioxidante,,,,,,,100 celsius,5-10 min
"2,5g/250ml",verde,"la combinacion perfecta de te verde -y su gran poder antioxidante, diuretico y fortalecedor del sistema inmune- con manzana, rosa y lychee, una fruta roja muy apreciada en china no solo por su sabor agridulce, sino tambien, por sus multiples propiedades antiinflamatorias y vasodilatadoras. rica en vitamina c, b y minerales.","te verde, trozos de manzana, petalos de rosa, sabor natural a lychee y rosa.",60 gramos,https://adagio.cl/products/sunrise,sunrise,Agotado,antioxidante,digestion,,,,1,5,100 celsius,5 min
"2,5g/250ml",negro,"'la imaginacion es el principio de la creacion. imaginas lo que deseas, persigues lo que imaginas y finalmente, creas lo que persigues'. (george bernard shaw) personas libres e independientes con gran capacidad de invencion y creacion. asi son los nacidos entre el 21 de enero y el 19 de febrero, el undecimo signo del zodiaco, uno de los tres signos de aire. los(as) acuarios se caracterizan por tener muchas ideas en la mente, tener una gran capacidad analitica y sobre todo, ser muy originales. leer articulo completo","te negro, te oolong, ceylon sonata, assam melody, granos de cacao, aciano azul, sabor natural a avellana y vainilla.",57 gramos,https://adagio.cl/products/acuario,acuario,5990,antioxidante,energizante,,,,4,3.5,100 celsius,3-5 min
